longitude,latitude,elevation,slope
-106.5416652,36.70833435,2309.1648,373.9896
-106.4999985,36.70833435,2435.0472,502.0056
-106.4583318,36.70833435,2701.1376,452.9328
-106.4166652,36.70833435,3015.0816,263.0424
-106.3749985,36.70833435,2999.232,277.9776
-106.3333318,36.70833435,3040.0752,349.9104
-106.2916652,36.70833435,2976.0672,224.9424
-106.2499985,36.70833435,3021.1776,128.9304
-106.2083318,36.70833435,2891.028,111.8616
-106.1666652,36.70833435,2748.0768,78.9432
-106.1249985,36.70833435,2810.256,-41.148
-106.0833318,36.70833435,2803.2456,-62.7888
-106.0416651,36.70833435,2655.1128,-406.908
-105.9999985,36.70833435,2550.2616,-683.9712
-105.9583318,36.70833435,2487.168,-250.2408
-105.9166651,36.70833435,2563.9776,-192.024
-105.8749985,36.70833435,2417.064,-232.8672
-105.8333318,36.70833435,2349.0936,-270.9672
-105.7916651,36.70833435,2321.9664,99.06
-105.7499985,36.70833435,2321.052,294.132
-105.7083318,36.70833435,2268.0168,92.964
-105.6666651,36.70833435,2372.2584,281.0256
-105.6249984,36.70833435,2294.2296,262.128
-105.5833318,36.70833435,2331.1104,126.7968
-105.5416651,36.70833435,2748.9912,67.9704
-105.4999984,36.70833435,2848.0512,-108.8136
-105.4583318,36.70833435,2743.2,7.9248
-105.4166651,36.70833435,2750.2104,125.8824
-105.3749984,36.70833435,2990.088,82.296
-105.3333318,36.70833435,3042.2088,38.1
-105.2916651,36.70833435,2903.22,-81.9912
-105.2499984,36.70833435,3084.2712,-215.1888
-105.2083317,36.70833435,2917.2408,-238.0488
-105.1666651,36.70833435,2677.0584,-200.8632
-105.1249984,36.70833435,2555.1384,-582.7776
-105.0833317,36.70833435,2455.164,-688.848
-105.0416651,36.70833435,2424.9888,-758.0376
-104.9999984,36.70833435,2474.976,-823.2648
-104.9583317,36.70833435,2404.2624,-1088.136
-104.9166651,36.70833435,2359.152,-1158.24
-104.8749984,36.70833435,2186.0256,-996.0864
-104.8333317,36.70833435,2157.0696,-1052.1696
-104.791665,36.70833435,2056.1808,-967.1304
-104.7499984,36.70833435,2130.2472,-680.0088
-104.7083317,36.70833435,2166.2136,-480.9744
-104.666665,36.70833435,2159.2032,-299.9232
-104.6249984,36.70833435,1985.1624,-286.8168
-104.5833317,36.70833435,1926.9456,-257.8608
-104.541665,36.70833435,1901.952,-281.0256
-104.4999984,36.70833435,1883.9688,-262.128
-104.4583317,36.70833435,1907.1336,-60.96
-104.416665,36.70833435,2032.1016,-42.0624
-104.3749983,36.70833435,1950.1104,50.9016
-104.3333317,36.70833435,1997.0496,96.9264
-104.291665,36.70833435,2074.164,339.852
-104.2499983,36.70833435,2155.2408,-10.9728
-104.2083317,36.70833435,2138.172,-24.9936
-104.166665,36.70833435,2217.1152,-25.908
-104.1249983,36.70833435,2123.2368,-24.9936
-104.0833317,36.70833435,2097.024,-46.0248
-104.041665,36.70833435,2125.0656,-103.9368
-103.9999983,36.70833435,2115.0072,-274.9296
-103.9583316,36.70833435,2107.0824,-210.0072
-103.916665,36.70833435,2227.1736,-284.0736
-103.8749983,36.70833435,2506.0656,-398.9832
-103.8333316,36.70833435,2148.2304,-500.1768
-103.791665,36.70833435,1960.1688,-522.1224
-103.7499983,36.70833435,1901.0376,-634.8984
-103.7083316,36.70833435,1876.9584,-549.2496
-103.666665,36.70833435,1837.944,-542.8488
-103.6249983,36.70833435,1803.1968,-608.9904
-103.5833316,36.70833435,1757.172,-608.9904
-103.5416649,36.70833435,1740.1032,-613.8672
-103.4999983,36.70833435,1712.976,-765.048
-103.4583316,36.70833435,1675.1808,-1037.844
-103.4166649,36.70833435,1655.064,-680.0088
-103.3749983,36.70833435,1616.0496,-508.1016
-103.3333316,36.70833435,1582.2168,-470.0016
-103.2916649,36.70833435,1573.9872,-459.9432
-103.2499983,36.70833435,1554.1752,-442.8744
-103.2083316,36.70833435,1516.0752,-430.0728
-103.1666649,36.70833435,1506.0168,-398.0688
-103.1249982,36.70833435,1493.2152,-399.8976
-103.0833316,36.70833435,1462.1256,-397.764
-103.0416649,36.70833435,1468.2216,-375.2088
-102.9999982,36.70833435,1468.2216,-369.1128
-102.9583316,36.70833435,1452.0672,-339.852
-102.9166649,36.70833435,1431.036,-317.2968
-102.8749982,36.70833435,1417.0152,-321.8688
-102.8333316,36.70833435,1395.0696,-318.2112
-102.7916649,36.70833435,1373.124,-289.8648
-102.7499982,36.70833435,1359.1032,-286.8168
-102.7083315,36.70833435,1340.2056,-276.1488
-102.6666649,36.70833435,1315.212,-259.9944
-102.6249982,36.70833435,1299.972,-285.2928
-102.5833315,36.70833435,1285.9512,-303.276
-102.5416649,36.70833435,1276.1976,-295.0464
-102.4999982,36.70833435,1264.92,-280.1112
-102.4583315,36.70833435,1252.1184,-291.084
-102.4166649,36.70833435,1235.964,-284.0736
-102.3749982,36.70833435,1226.2104,-279.1968
-102.3333315,36.70833435,1219.2,-277.0632
-102.2916648,36.70833435,1217.0664,-273.1008
-102.2499982,36.70833435,1202.1312,-265.176
-102.2083315,36.70833435,1182.9288,-272.796
-102.1666648,36.70833435,1164.9456,-290.7792
-102.1249982,36.70833435,1157.0208,-302.0568
-102.0833315,36.70833435,1150.9248,-297.7896
-102.0416648,36.70833435,1125.9312,-308.1528
-101.9999982,36.70833435,1110.996,-299.9232
-101.9583315,36.70833435,1093.9272,-304.1904
-101.9166648,36.70833435,1082.04,-301.1424
-109.1249987,36.75000102,2053.1328,-178.0032
-109.0833321,36.75000102,1915.0584,-241.0968
-109.0416654,36.75000102,1778.2032,-260.9088
-108.9999987,36.75000102,1729.1304,-236.8296
-108.958332,36.75000102,1605.0768,-148.1328
-108.9166654,36.75000102,1613.0016,-273.1008
-108.8749987,36.75000102,1575.2064,-309.9816
-108.833332,36.75000102,1562.1,-480.9744
-108.7916654,36.75000102,1623.9744,-911.0472
-108.7499987,36.75000102,1563.0144,-777.24
-108.708332,36.75000102,1554.1752,-391.0584
-108.6666654,36.75000102,1545.0312,-270.9672
-108.6249987,36.75000102,1530.096,-113.0808
-108.583332,36.75000102,1526.1336,-78.0288
-108.5416653,36.75000102,1552.0416,106.0704
-108.4999987,36.75000102,1541.9832,131.064
-108.458332,36.75000102,1556.004,179.832
-108.4166653,36.75000102,1570.0248,192.9384
-108.3749987,36.75000102,1595.9328,126.1872
-108.333332,36.75000102,1627.9368,210.0072
-108.2916653,36.75000102,1662.0744,226.7712
-108.2499987,36.75000102,1644.0912,215.1888
-108.208332,36.75000102,1665.1224,185.928
-108.1666653,36.75000102,1651.1016,332.8416
-108.1249986,36.75000102,1711.1472,368.1984
-108.083332,36.75000102,1744.0656,366.9792
-108.0416653,36.75000102,1755.0384,350.2152
-107.9999986,36.75000102,1755.0384,334.0608
-107.958332,36.75000102,1750.1616,408.1272
-107.9166653,36.75000102,1773.0216,427.0248
-107.8749986,36.75000102,1780.9464,327.9648
-107.833332,36.75000102,1760.22,369.1128
-107.7916653,36.75000102,1716.024,346.8624
-107.7499986,36.75000102,1858.9752,422.148
-107.7083319,36.75000102,1920.24,573.9384
-107.6666653,36.75000102,1908.9624,487.0704
-107.6249986,36.75000102,1906.2192,391.0584
-107.5833319,36.75000102,1904.0856,407.2128
-107.5416653,36.75000102,2004.06,450.7992
-107.4999986,36.75000102,2054.9616,512.064
-107.4583319,36.75000102,1990.0392,542.2392
-107.4166653,36.75000102,2013.204,523.0368
-107.3749986,36.75000102,2011.9848,604.1136
-107.3333319,36.75000102,2073.2496,531.2664
-107.2916652,36.75000102,2285.0856,351.7392
-107.2499986,36.75000102,2231.136,651.0528
-107.2083319,36.75000102,2146.0968,422.7576
-107.1666652,36.75000102,2162.2512,473.0496
-107.1249986,36.75000102,2200.9608,434.0352
-107.0833319,36.75000102,2285.0856,321.2592
-107.0416652,36.75000102,2323.1856,245.9736
-106.9999986,36.75000102,2283.2568,236.8296
-106.9583319,36.75000102,2320.1376,267.0048
-106.9166652,36.75000102,2390.2416,286.8168
-106.8749985,36.75000102,2271.9792,224.028
-106.8333319,36.75000102,2560.0152,730.9104
-106.7916652,36.75000102,2328.9768,757.1232
-106.7499985,36.75000102,2377.1352,841.8576
-106.7083319,36.75000102,2438.0952,937.26
-106.6666652,36.75000102,2376.2208,835.152
-106.6249985,36.75000102,2236.0128,619.0488
-106.5833319,36.75000102,2250.0336,520.9032
-106.5416652,36.75000102,2278.9896,526.9992
-106.4999985,36.75000102,2360.0664,359.9688
-106.4583318,36.75000102,2509.1136,359.0544
-106.4166652,36.75000102,2962.0464,-8.8392
-106.3749985,36.75000102,2903.22,288.036
-106.3333318,36.75000102,3004.1088,96.9264
-106.2916652,36.75000102,3138.2208,-49.0728
-106.2499985,36.75000102,3120.2376,28.0416
-106.2083318,36.75000102,2942.2344,506.2728
-106.1666652,36.75000102,2804.16,128.9304
-106.1249985,36.75000102,2847.1368,185.0136
-106.0833318,36.75000102,2750.2104,-79.8576
-106.0416651,36.75000102,2631.0336,-86.868
-105.9999985,36.75000102,2551.176,-553.8216
-105.9583318,36.75000102,2617.0128,135.9408
-105.9166651,36.75000102,2474.0616,-42.0624
-105.8749985,36.75000102,2389.0224,-135.9408
-105.8333318,36.75000102,2404.2624,44.8056
-105.7916651,36.75000102,2742.2856,272.796
-105.7499985,36.75000102,2378.964,395.0208
-105.7083318,36.75000102,2464.0032,103.0224
-105.6666651,36.75000102,2280.2088,181.0512
-105.6249984,36.75000102,2422.2456,282.2448
-105.5833318,36.75000102,2408.2248,107.8992
-105.5416651,36.75000102,3039.1608,-81.9912
-105.4999984,36.75000102,2962.0464,-14.0208
-105.4583318,36.75000102,3002.28,123.1392
-105.4166651,36.75000102,3165.0432,72.8472
-105.3749984,36.75000102,3215.0304,-339.2424
-105.3333318,36.75000102,3199.1808,-70.7136
-105.2916651,36.75000102,2950.1592,-201.7776
-105.2499984,36.75000102,2931.2616,-168.2496
-105.2083317,36.75000102,2913.2784,-276.1488
-105.1666651,36.75000102,2659.0752,-195.072
-105.1249984,36.75000102,2535.0216,-776.0208
-105.0833317,36.75000102,2460.0408,-763.8288
-105.0416651,36.75000102,2512.1616,-938.1744
-104.9999984,36.75000102,2477.1096,-1101.852
-104.9583317,36.75000102,2403.0432,-1258.824
-104.9166651,36.75000102,2308.2504,-1274.9784
-104.8749984,36.75000102,2262.2256,-1053.9984
-104.8333317,36.75000102,2111.9592,-1039.0632
-104.791665,36.75000102,2146.0968,-986.3328
-104.7499984,36.75000102,2213.1528,-663.8544
-104.7083317,36.75000102,2263.14,-526.9992
-104.666665,36.75000102,2198.2176,-385.8768
-104.6249984,36.75000102,2064.1056,-376.1232
-104.5833317,36.75000102,2063.1912,-312.1152
-104.541665,36.75000102,1956.2064,-272.796
-104.4999984,36.75000102,1924.2024,-206.0448
-104.4583317,36.75000102,1896.1608,-165.2016
-104.416665,36.75000102,1892.1984,-12.8016
-104.3749983,36.75000102,1926.9456,-49.9872
-104.3333317,36.75000102,1995.2208,-141.1224
-104.291665,36.75000102,2008.0224,-160.02
-104.2499983,36.75000102,2074.164,-153.0096
-104.2083317,36.75000102,2136.0384,-98.1456
-104.166665,36.75000102,2164.9944,-141.1224
-104.1249983,36.75000102,2130.2472,-65.2272
-104.0833317,36.75000102,2102.2056,-64.008
-104.041665,36.75000102,2097.024,-95.0976
-103.9999983,36.75000102,2099.1576,-118.2624
-103.9583316,36.75000102,2096.1096,-180.7464
-103.916665,36.75000102,2072.0304,-299.0088
-103.8749983,36.75000102,2103.12,-349.9104
-103.8333316,36.75000102,2045.208,-436.1688
-103.791665,36.75000102,1965.96,-512.064
-103.7499983,36.75000102,1922.0688,-551.9928
-103.7083316,36.75000102,1890.9792,-521.208
-103.666665,36.75000102,1860.1944,-530.0472
-103.6249983,36.75000102,1801.0632,-551.9928
-103.5833316,36.75000102,1773.936,-580.9488
-103.5416649,36.75000102,1746.1992,-600.1512
-103.4999983,36.75000102,1696.212,-598.0176
-103.4583316,36.75000102,1658.112,-650.1384
-103.4166649,36.75000102,1637.9952,-603.1992
-103.3749983,36.75000102,1623.9744,-532.7904
-103.3333316,36.75000102,1613.0016,-509.9304
-103.2916649,36.75000102,1609.0392,-482.8032
-103.2499983,36.75000102,1572.1584,-466.0392
-103.2083316,36.75000102,1545.0312,-427.0248
-103.1666649,36.75000102,1518.2088,-418.7952
-103.1249982,36.75000102,1495.9584,-407.2128
-103.0833316,36.75000102,1474.0128,-378.2568
-103.0416649,36.75000102,1452.9816,-354.1776
-102.9999982,36.75000102,1442.0088,-341.9856
-102.9583316,36.75000102,1433.1696,-343.8144
-102.9166649,36.75000102,1412.1384,-345.948
-102.8749982,36.75000102,1408.176,-356.0064
-102.8333316,36.75000102,1394.1552,-331.0128
-102.7916649,36.75000102,1374.0384,-314.8584
-102.7499982,36.75000102,1355.1408,-298.0944
-102.7083315,36.75000102,1338.9864,-281.94
-102.6666649,36.75000102,1317.9552,-273.1008
-102.6249982,36.75000102,1303.9344,-263.9568
-102.5833315,36.75000102,1296.0096,-263.9568
-102.5416649,36.75000102,1280.16,-268.224
-102.4999982,36.75000102,1267.0536,-265.176
-102.4583315,36.75000102,1253.0328,-280.1112
-102.4166649,36.75000102,1241.1456,-288.036
-102.3749982,36.75000102,1230.1728,-282.8544
-102.3333315,36.75000102,1220.1144,-270.9672
-102.2916648,36.75000102,1214.0184,-267.0048
-102.2499982,36.75000102,1200.912,-264.8712
-102.2083315,36.75000102,1189.0248,-267.9192
-102.1666648,36.75000102,1178.052,-275.844
-102.1249982,36.75000102,1164.9456,-264.2616
-102.0833315,36.75000102,1146.9624,-270.0528
-102.0416648,36.75000102,1128.0648,-270.9672
-101.9999982,36.75000102,1106.1192,-274.0152
-101.9583315,36.75000102,1091.184,-284.0736
-101.9166648,36.75000102,1084.1736,-290.1696
-109.1249987,36.79166769,2520.0864,-195.072
-109.0833321,36.79166769,2139.0864,-161.8488
-109.0416654,36.79166769,1830.0192,-76.2
-108.9999987,36.79166769,1700.1744,-77.1144
-108.958332,36.79166769,1582.2168,-96.9264
-108.9166654,36.79166769,1580.0832,-161.2392
-108.8749987,36.79166769,1582.2168,-249.0216
-108.833332,36.79166769,1525.2192,-601.0656
-108.7916654,36.79166769,1559.9664,-916.8384
-108.7499987,36.79166769,1527.048,-1043.0256
-108.708332,36.79166769,1495.9584,-804.0624
-108.6666654,36.79166769,1537.1064,-440.1312
-108.6249987,36.79166769,1559.9664,-139.9032
-108.583332,36.79166769,1566.0624,61.8744
-108.5416653,36.79166769,1614.2208,144.78
-108.4999987,36.79166769,1616.964,102.108
-108.458332,36.79166769,1623.06,149.9616
-108.4166653,36.79166769,1595.0184,257.8608
-108.3749987,36.79166769,1636.1664,275.2344
-108.333332,36.79166769,1696.212,363.0168
-108.2916653,36.79166769,1716.024,407.2128
-108.2499987,36.79166769,1698.9552,366.0648
-108.208332,36.79166769,1690.116,259.08
-108.1666653,36.79166769,1762.0488,235.9152
-108.1249986,36.79166769,1726.9968,146.9136
-108.083332,36.79166769,1682.1912,220.0656
-108.0416653,36.79166769,1732.1784,273.1008
-107.9999986,36.79166769,1783.08,402.9456
-107.958332,36.79166769,1835.2008,302.9712
-107.9166653,36.79166769,1890.0648,259.9944
-107.8749986,36.79166769,1903.1712,259.08
-107.833332,36.79166769,1903.1712,275.2344
-107.7916653,36.79166769,1819.0464,288.9504
-107.7499986,36.79166769,1801.9776,287.1216
-107.7083319,36.79166769,1761.1344,502.0056
-107.6666653,36.79166769,1837.0296,605.9424
-107.6249986,36.79166769,1896.1608,474.8784
-107.5833319,36.79166769,1997.964,431.9016
-107.5416653,36.79166769,1939.1376,363.0168
-107.4999986,36.79166769,1956.2064,373.9896
-107.4583319,36.79166769,1975.104,423.9768
-107.4166653,36.79166769,1974.1896,509.9304
-107.3749986,36.79166769,1979.0664,635.2032
-107.3333319,36.79166769,2049.1704,598.0176
-107.2916652,36.79166769,2229.0024,616.9152
-107.2499986,36.79166769,2288.1336,640.08
-107.2083319,36.79166769,2207.0568,537.0576
-107.1666652,36.79166769,2214.9816,570.2808
-107.1249986,36.79166769,2198.2176,480.9744
-107.0833319,36.79166769,2264.0544,357.8352
-107.0416652,36.79166769,2327.148,287.1216
-106.9999986,36.79166769,2413.1016,314.8584
-106.9583319,36.79166769,2454.2496,388.9248
-106.9166652,36.79166769,2399.9952,627.888
-106.8749985,36.79166769,2378.0496,680.0088
-106.8333319,36.79166769,2477.1096,805.8912
-106.7916652,36.79166769,2433.2184,920.1912
-106.7499985,36.79166769,2568.2448,833.0184
-106.7083319,36.79166769,2420.112,865.9368
-106.6666652,36.79166769,2314.0416,808.0248
-106.6249985,36.79166769,2262.2256,612.0384
-106.5833319,36.79166769,2289.048,629.1072
-106.5416652,36.79166769,2367.9912,434.9496
-106.4999985,36.79166769,2677.0584,345.0336
-106.4583318,36.79166769,2909.0112,249.0216
-106.4166652,36.79166769,3094.0248,92.964
-106.3749985,36.79166769,3127.248,110.9472
-106.3333318,36.79166769,3048,-101.1936
-106.2916652,36.79166769,3064.1544,-42.0624
-106.2499985,36.79166769,3072.0792,45.1104
-106.2083318,36.79166769,2939.1864,146.9136
-106.1666652,36.79166769,3042.2088,41.148
-106.1249985,36.79166769,2889.1992,-73.7616
-106.0833318,36.79166769,2745.0288,-412.0896
-106.0416651,36.79166769,2627.0712,-620.8776
-105.9999985,36.79166769,2570.0736,-697.992
-105.9583318,36.79166769,2544.1656,-219.1512
-105.9166651,36.79166769,2467.0512,542.2392
-105.8749985,36.79166769,2378.0496,494.0808
-105.8333318,36.79166769,2359.152,259.9944
-105.7916651,36.79166769,2409.1392,291.084
-105.7499985,36.79166769,2330.196,145.9992
-105.7083318,36.79166769,2294.2296,-44.196
-105.6666651,36.79166769,2264.9688,297.18
-105.6249984,36.79166769,2288.1336,478.2312
-105.5833318,36.79166769,2396.0328,126.1872
-105.5416651,36.79166769,2908.0968,-23.1648
-105.4999984,36.79166769,3590.2392,55.1688
-105.4583318,36.79166769,3558.2352,167.0304
-105.4166651,36.79166769,3332.0736,145.0848
-105.3749984,36.79166769,3230.2704,-17.9832
-105.3333318,36.79166769,3188.208,-70.104
-105.2916651,36.79166769,2845.0032,-143.256
-105.2499984,36.79166769,3042.2088,-89.916
-105.2083317,36.79166769,3105.3024,-113.0808
-105.1666651,36.79166769,2696.2608,-144.78
-105.1249984,36.79166769,2521.0008,-634.8984
-105.0833317,36.79166769,2522.22,-1429.2072
-105.0416651,36.79166769,2545.08,-1399.032
-104.9999984,36.79166769,2504.2368,-1135.0752
-104.9583317,36.79166769,2391.156,-1195.1208
-104.9166651,36.79166769,2260.092,-1188.1104
-104.8749984,36.79166769,2150.9736,-915.0096
-104.8333317,36.79166769,2175.0528,-1103.9856
-104.791665,36.79166769,2175.0528,-1175.3088
-104.7499984,36.79166769,2251.2528,-722.0712
-104.7083317,36.79166769,2273.1984,-555.9552
-104.666665,36.79166769,2161.032,-512.9784
-104.6249984,36.79166769,2159.2032,-452.9328
-104.5833317,36.79166769,2196.9984,-254.2032
-104.541665,36.79166769,2035.1496,-233.172
-104.4999984,36.79166769,2000.0976,-21.9456
-104.4583317,36.79166769,1929.9936,98.1456
-104.416665,36.79166769,1938.2232,31.0896
-104.3749983,36.79166769,1929.9936,14.0208
-104.3333317,36.79166769,1974.1896,-201.168
-104.291665,36.79166769,1965.0456,-229.2096
-104.2499983,36.79166769,2009.2416,-135.0264
-104.2083317,36.79166769,2092.1472,-178.0032
-104.166665,36.79166769,2250.0336,-243.84
-104.1249983,36.79166769,2157.984,-121.0056
-104.0833317,36.79166769,2238.1464,-138.9888
-104.041665,36.79166769,2249.1192,-105.7656
-103.9999983,36.79166769,2206.1424,-155.1432
-103.9583316,36.79166769,2189.0736,-195.9864
-103.916665,36.79166769,2050.0848,-295.0464
-103.8749983,36.79166769,2043.9888,-254.8128
-103.8333316,36.79166769,2026.0056,-324.3072
-103.791665,36.79166769,1981.2,-420.9288
-103.7499983,36.79166769,1953.1584,-599.8464
-103.7083316,36.79166769,1914.144,-557.784
-103.666665,36.79166769,1861.1088,-662.94
-103.6249983,36.79166769,1824.228,-698.9064
-103.5833316,36.79166769,1783.08,-682.1424
-103.5416649,36.79166769,1734.0072,-701.9544
-103.4999983,36.79166769,1679.1432,-594.0552
-103.4583316,36.79166769,1710.2328,-619.0488
-103.4166649,36.79166769,1684.9344,-592.836
-103.3749983,36.79166769,1671.2184,-572.1096
-103.3333316,36.79166769,1650.1872,-576.9864
-103.2916649,36.79166769,1600.2,-554.1264
-103.2499983,36.79166769,1575.2064,-490.1184
-103.2083316,36.79166769,1550.2128,-451.104
-103.1666649,36.79166769,1524,-438.912
-103.1249982,36.79166769,1487.1192,-416.052
-103.0833316,36.79166769,1456.0296,-370.0272
-103.0416649,36.79166769,1424.94,-397.1544
-102.9999982,36.79166769,1433.1696,-381
-102.9583316,36.79166769,1409.0904,-385.2672
-102.9166649,36.79166769,1376.172,-380.0856
-102.8749982,36.79166769,1360.0176,-347.1672
-102.8333316,36.79166769,1370.9904,-333.1464
-102.7916649,36.79166769,1373.124,-320.04
-102.7499982,36.79166769,1344.168,-306.0192
-102.7083315,36.79166769,1317.9552,-294.132
-102.6666649,36.79166769,1309.116,-259.9944
-102.6249982,36.79166769,1313.0784,-238.9632
-102.5833315,36.79166769,1303.9344,-259.9944
-102.5416649,36.79166769,1285.9512,-242.9256
-102.4999982,36.79166769,1270.1016,-227.9904
-102.4583315,36.79166769,1253.0328,-231.0384
-102.4166649,36.79166769,1242.06,-256.9464
-102.3749982,36.79166769,1230.1728,-269.1384
-102.3333315,36.79166769,1217.9808,-252.0696
-102.2916648,36.79166769,1192.9872,-242.9256
-102.2499982,36.79166769,1196.0352,-245.9736
-102.2083315,36.79166769,1185.9768,-260.9088
-102.1666648,36.79166769,1173.1752,-267.0048
-102.1249982,36.79166769,1166.1648,-265.7856
-102.0833315,36.79166769,1148.1816,-262.128
-102.0416648,36.79166769,1128.9792,-259.9944
-101.9999982,36.79166769,1114.044,-280.1112
-101.9583315,36.79166769,1103.9856,-280.1112
-101.9166648,36.79166769,1092.0984,-263.0424
-109.1249987,36.83333436,2405.1768,-83.82
-109.0833321,36.83333436,2131.1616,-47.244
-109.0416654,36.83333436,1773.936,-14.0208
-108.9999987,36.83333436,1662.9888,-74.9808
-108.958332,36.83333436,1570.9392,-96.012
-108.9166654,36.83333436,1534.9728,-100.8888
-108.8749987,36.83333436,1561.1856,-222.1992
-108.833332,36.83333436,1512.1128,-422.148
-108.7916654,36.83333436,1562.1,-726.0336
-108.7499987,36.83333436,1494.1296,-984.1992
-108.708332,36.83333436,1529.1816,-601.98
-108.6666654,36.83333436,1545.9456,-372.1608
-108.6249987,36.83333436,1580.9976,-52.7304
-108.583332,36.83333436,1615.1352,121.0056
-108.5416653,36.83333436,1612.0872,241.0968
-108.4999987,36.83333436,1679.1432,238.0488
-108.458332,36.83333436,1652.9304,199.9488
-108.4166653,36.83333436,1655.064,220.0656
-108.3749987,36.83333436,1644.0912,234.0864
-108.333332,36.83333436,1684.9344,398.9832
-108.2916653,36.83333436,1803.1968,441.0456
-108.2499987,36.83333436,1759.0008,427.0248
-108.208332,36.83333436,1721.2056,327.0504
-108.1666653,36.83333436,1783.9944,217.932
-108.1249986,36.83333436,1812.036,262.128
-108.083332,36.83333436,1773.0216,156.0576
-108.0416653,36.83333436,1761.1344,226.1616
-107.9999986,36.83333436,1732.1784,188.0616
-107.958332,36.83333436,1796.1864,302.9712
-107.9166653,36.83333436,1893.1128,220.0656
-107.8749986,36.83333436,1970.2272,108.8136
-107.833332,36.83333436,1972.9704,170.0784
-107.7916653,36.83333436,1908.048,237.744
-107.7499986,36.83333436,1833.0672,231.0384
-107.7083319,36.83333436,1874.2152,341.9856
-107.6666653,36.83333436,1835.2008,421.2336
-107.6249986,36.83333436,1879.092,406.908
-107.5833319,36.83333436,1843.1256,462.9912
-107.5416653,36.83333436,1947.0624,445.008
-107.4999986,36.83333436,1905,472.1352
-107.4583319,36.83333436,1912.0104,339.852
-107.4166653,36.83333436,1929.0792,284.988
-107.3749986,36.83333436,1958.9496,466.0392
-107.3333319,36.83333436,2015.0328,611.124
-107.2916652,36.83333436,2154.0216,438.912
-107.2499986,36.83333436,2194.2552,507.7968
-107.2083319,36.83333436,2168.0424,611.124
-107.1666652,36.83333436,2195.1696,569.976
-107.1249986,36.83333436,2241.1944,395.0208
-107.0833319,36.83333436,2365.248,418.1856
-107.0416652,36.83333436,2310.0792,412.0896
-106.9999986,36.83333436,2257.9584,427.9392
-106.9583319,36.83333436,2374.0872,460.248
-106.9166652,36.83333436,2444.1912,722.9856
-106.8749985,36.83333436,2313.1272,875.0808
-106.8333319,36.83333436,2342.9976,1116.7872
-106.7916652,36.83333436,2490.216,962.2536
-106.7499985,36.83333436,2413.1016,875.0808
